smiles,pka_values
O[P](O)(=O)O[P]([O-])(=O)Oc1ccccc1,"1.3, 6.32"
CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,"3.24, 7.27"
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"3.31, 7.83"
NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,"4.47, 6.663333333333334"
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,"2.93, 6.63"
NCC(O)C(O)=O,"2.66, 9.13"
NCC(O)CN,"8.02, 9.56"
CSCC[C@H](N)C(=O)NCC(O)=O,"3.16, 7.59"
CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O,"3.22, 7.41"
CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O,"2.98, 7.59"
CSCC[C@H](NC(=O)CN)C(O)=O,"3.02, 8.12"
COc1ccc(NCC(O)=O)cc1,"2.0, 9.07"
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"3.19, 8.06"
C[C@@H](O)[C@H](N)C(O)=O,"2.2, 8.94"
COc1cc(CCN)ccc1O,"9.34, 10.47"
COc1ccc(CCN)cc1O,"9.23, 10.38"
NC(C(O)C(O)C(O)CO)C(O)=O,"2.2, 9.08"
NC(=O)CCN(CC(O)=O)CC(O)=O,"2.41, 8.46"
CSCCN(CC(O)=O)CC(O)=O,"2.0, 8.89"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,"3.16, 8.2"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"3.31, 7.83"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"3.28, 7.92"
FC1(F)CNCCNCCCNCCNC1,"7.52, 10.78"
FC1CNCCNCCCNCCNC1,"9.41, 10.96"
CO[P]([O-])(=O)O[P](O)(O)=O,"1.6, 6.37"
COc1cc(CC(O)=O)ccc1O,"4.31, 9.76"
COc1cc(CCC(O)=O)ccc1O,"4.48, 9.87"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,"3.11, 8.25"
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,"2.8, 6.505"
NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,"2.91, 8.04"
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"3.27, 7.85"
NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"3.2, 7.88"
CC(C)C[C@H](N)C(O)=O,"2.32, 9.58"
O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,"1.5, 6.17"
CC(C)C[C@H](N)C(=O)NO,"7.14, 9.1"
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"3.36, 8.08"
CC(C)C(C(O)=O)C(O)=O,"2.78, 5.5"
CC(C)CC(C(O)=O)C(O)=O,"2.87, 5.36"
NCCC(=O)NCC(=O)NCC(O)=O,"3.19, 9.25"
O[C@@H]([C@H](O)C(O)=O)C(O)=O,"2.82, 3.9850000000000003"
O[C@@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,"3.17, 3.97"
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"3.18, 7.68"
CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,"2.98, 8.17"
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,"3.33, 7.89"
CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"2.89, 8.15"
O[P](O)(=O)CI,"1.3, 6.44"
OCc1ncccc1O,"4.74, 8.6"
O[P](O)(=O)Oc1cccc2ccccc12,"0.9, 5.795"
O[P](O)(=O)Oc1ccccc1,"0.9, 5.79"
O[C@H](CS)[C@H](O)CS,"9.05, 10.06"
NCCCc1ccncc1,"5.51, 9.98"
NCCN,"7.11, 9.92"
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"3.56, 7.62"
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,"3.59, 7.65"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,"3.41, 7.3"
CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O,"3.34, 8.03"
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"3.52, 8.1"
NCC(=O)NO,"7.45, 9.18"
NCC(=O)N[C@@H](CC(N)=O)C(O)=O,"3.12, 8.12"
NCC(=O)N[C@@H](CO)C(O)=O,"2.97, 8.13"
NCC(=O)NCC(=O)NCC(O)=O,"3.21, 7.89"
NCCC(=O)NCC(O)=O,"3.2, 9.4"
NCC(O)=O,"2.33, 9.57"
NCCCc1cccnc1,"5.19, 10.05"
NCC(=O)NC(CO)C(=O)NCC(O)=O,"3.23, 7.99"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"3.11, 8.17"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,"3.17, 8.06"
NCCCC[C@H](N)C(=O)NCC(O)=O,"7.64, 10.61"
NCC(=O)NCC(=O)NCCC(O)=O,"4.04, 7.89"
NCC(=O)NCC(=O)NO,"7.52, 8.4"
NCC(=O)NCCC(=O)NCC(O)=O,"3.3, 8.05"
NCC(=O)NCC(=O)NCC(=O)NO,"7.51, 8.4"
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"3.28, 8.3"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"3.31, 8.36"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"3.22, 8.29"
COCCN(CC(O)=O)CC(O)=O,"2.18, 8.95"
COC(=O)[C@@H](N)CS,"6.53, 8.93"
NCCCCCc1ccncc1,"5.99, 10.3"
NCCCCN,"9.46, 10.72"
NCCC(=O)NCCC(O)=O,"3.95, 9.36"
NCCC(=O)NO,"8.32, 9.59"
NCCC(O)=O,"3.51, 10.08"
NCCCCCCCCN,"10.17, 10.99"
NCCCCCCN,"10.07, 10.95"
NCCCCCN,"9.83, 10.9"
O[P](O)(=O)c1ccccc1,"1.7, 7.0"
NCCCC(O)=O,"4.02, 10.35"
NCCNC(=O)CC(=O)NCCN,"8.7, 8.96"
NCCCCCc1ccccn1,"5.7, 10.38"
NCCCCCc1cccnc1,"5.61, 10.34"
CC(N)CCN,"8.68, 10.55"
OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,"1.5, 6.025"
OC[P](O)(O)=O,"1.7, 6.99"
OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,"3.1, 7.0"
OCCNCCc1ccccn1,"3.15, 7.94"
CC(C)[C@H](N)C(=O)NCC(O)=O,"3.1, 7.95"
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,"3.4, 7.96"
CC(C)[C@H](N)C(=O)N[C@@H](C)C(O)=O,"3.32, 7.92"
OCC1=CC(=O)C(=C(CN2CCCCC2)O1)O,"6.36, 9.2"
OCC1=CC(=O)C(=C(CN2CCOCC2)O1)O,"5.03, 7.86"
CC(C)[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,"3.04, 8.22"
CC(C)[C@H](N)C(O)=O,"2.27, 9.52"
OC(Cc1c[nH]cn1)C(O)=O,"3.0, 7.31"
CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,"3.14, 8.23"
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,"3.46, 8.15"
CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O,"3.08, 7.45"
CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)CN,"7.94, 9.85"
CNCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"3.34, 8.39"
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,"1.9, 6.62"
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,"2.15, 6.633333333333333"
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,"1.3, 6.529999999999999"
OC(C(O)C(O)=O)C(O)=O,"2.97, 4.49"
OC(C(O)C(O)C(O)=O)C(O)C(O)=O,"3.16, 3.86"
OC(CC(O)=O)C(O)=O,"3.265, 4.715"
CC1(F)CNCCNCCCNCCNC1,"9.69, 11.34"
OC(=O)c1ccccn1,"0.95, 5.21"
OC(=O)c1cccnc1C(O)=O,"2.36, 4.72"
CNC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2,"7.01, 9.78"
CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,"3.95, 8.29"
CCC(C(O)=O)C(O)=O,"2.77, 5.46"
NCCc1ccncc1,"4.98, 9.37"
NC[C@H](O)c1ccc(O)cc1,"8.8, 9.88"
NCCS,"8.21, 10.73"
N[C@@H](CC(N)=O)C(O)=O,"2.16, 8.73"
NCc1cccnc1,"3.71, 8.63"
NCc1ccncc1,"4.05, 8.3"
CN1CCN2CCN(C)CCN(CC1)CCN(C)CC2,"10.0, 11.8"
NCCc1c[nH]c(S)n1,"9.12, 11.62"
NCCc1ccc(O)cc1,"9.43, 10.52"
NCCc1cccc(O)c1,"9.34, 10.47"
NCCc1ccccn1,"3.9, 9.55"
NCCc1cccnc1,"4.64, 9.44"
NCCCCc1ccncc1,"5.81, 10.18"
NCCCN,"8.78, 10.54"
COC(=O)C(N)CCCCN,"7.19, 10.25"
NCCNC(=O)C(=O)NCCN,"8.45, 9.23"
NCCCNC(=O)C(=O)NCCCN,"9.41, 10.13"
NCCCc1ccccn1,"4.98, 10.1"
COC(=O)C(N)Cc1ccc(O)cc1,"7.09, 9.89"
CNCC(=O)NCC(O)=O,"3.0, 8.44"
CNCCCNC,"8.81, 10.64"
CNCCNC,"7.04, 10.05"
CNCCSCCNC,"8.94, 9.91"
CNCCSCCOCCSCCNC,"9.06, 9.84"
NCCCCc1ccccn1,"5.56, 10.3"
NCCCCc1cccnc1,"5.52, 10.16"
OC(=O)c1cccc(Br)c1C(O)=O,"2.37, 4.35"
OC(=O)c1cccc(O)c1,"3.99, 9.62"
OC(=O)c1ccc(Br)cc1C(O)=O,"2.5, 4.6"
OC(=O)c1ccc(O)cc1,"4.37, 8.98"
OC(=O)c1ccc(cc1)C(O)=O,"3.38, 4.15"
N[C@@H](CO)C(=O)NCC(O)=O,"3.15, 7.34"
N[C@@H](CO)C(O)=O,"2.16, 9.05"
N[C@@H](CCO)C(O)=O,"2.24, 9.28"
N[C@@H](CC[S](O)(=O)=O)C(O)=O,"2.11, 8.93"
CN1CCN2CCNCCN(CC1)CCN(C)CC2,"9.05, 12.5"
N[C@@H](CCC(N)=O)C(O)=O,"2.19, 9.0"
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"3.39, 7.47"
Nc1ccc(cc1)C(O)=O,"2.5, 4.69"
Nc1ccc(cc1C(O)=O)[S](O)(=O)=O,"1.6, 4.29"
Nc1ccc(cc1N)C(O)=O,"3.69, 4.75"
OC(=O)CSCCSCC(O)=O,"3.2, 4.0"
OC(=O)c1cccc(c1)C(O)=O,"3.3, 4.38"
OC(=O)Cc1ccc(O)cc1,"4.25, 9.88"
N[C@@H](Cc1ccccc1)C(O)=O,"2.18, 9.09"
Nc1cccc(c1)C(O)=O,"3.14, 4.55"
N[C@H](CO)Cc1ccc(O)cc1,"8.94, 9.98"
O=C1CC(=O)NCCCNCCCNCCCN1,"7.93, 9.58"
N[C@@H](Cc1ccc(O)cc1)C(N)=O,"7.42, 9.83"
N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"3.11, 7.75"
N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,"3.07, 7.48"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"3.52, 7.13"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,"3.26, 7.27"
OC(=O)c1cccc(n1)C(O)=O,"2.07, 4.66"
OC(=O)c1ccccc1C(O)=O,"2.76, 5.0"
OC(=O)c1ccc2ccccc2n1,"1.9, 4.77"
CC(CC(O)=O)C(O)=O,"3.88, 5.35"
CN(CC(O)=O)C(=O)CNC(=O)CNC(=O)CN,"3.04, 7.92"
Nc1ccccc1C(O)=O,"2.01, 4.78"
Nc1ccccc1O,"4.74, 9.87"
CN1CCC(S)CC1,"8.33, 10.35"
CN1CCN(C)CCN(C)CCN(C)CC1,"8.95, 10.07"
OCC(S)CS,"8.63, 10.65"
CN(CC(=O)NCC(=O)NCC(O)=O)C(=O)CN,"3.35, 8.28"
CC[C@H](C)[C@H](NC(=O)[C@H](N)CC(C)C)C(O)=O,"3.06, 8.09"
CN1CCN2CCCSCCCN(CC1)CCN(C)CC2,"8.78, 11.91"
CN(CC(=O)NCC(O)=O)C(=O)CNC(=O)CN,"3.34, 7.97"
CN(CC(O)=O)C(=O)CNC(=O)CN,"2.9, 7.98"
CCCCC(C(O)=O)C(O)=O,"2.81, 5.49"
CCC(N)C(O)=O,"2.3, 9.63"
OC(=O)c1cc(ccc1O)[N+]([O-])=O,"1.94, 9.9"
OC(=O)Cc1cccc(O)c1,"4.17, 9.87"
OC(=O)\C=C/C(O)=O,"1.75, 5.925"
OC(=O)C[Se]CC(O)=O,"3.31, 4.34"
OC(=O)c1c(O)cccc1[N+]([O-])=O,"1.99, 9.04"
CCCC(C(O)=O)C(O)=O,"2.84, 5.45"
OC(=O)C(CC=C)C(O)=O,"2.63, 5.24"
OC(=O)C(CCC=C)C(O)=O,"2.74, 5.35"
OC(=O)C(CCCC=C)C(O)=O,"2.77, 5.37"
CCOC(=O)[C@@H](N)CS,"6.55, 8.96"
CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,"7.21, 9.68"
OC(=O)C1(CCCC1)C(O)=O,"3.07, 5.79"
OC(=O)C1(CCCCC1)C(O)=O,"3.3, 5.7"
OC(=O)/C=C/C(O)=O,"2.84, 4.09"
OC(=O)/C=C/c1ccccn1,"2.83, 4.56"
OC(=O)C(=C)O[P](O)(O)=O,"3.45, 6.244999999999999"
OC(=O)C(=Cc1ccccc1)C(O)=O,"2.11, 4.77"
OC(=O)C(=O)C(O)=O,"1.82, 3.52"
OC(=O)C(C(O)=O)c1ccccc1,"2.34, 5.1"
OC(=O)C(O)=O,"1.2, 3.85"
OC(=O)C1(CCC1)C(O)=O,"2.94, 5.47"
Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,"4.05, 7.114"
OC(=O)CCc1ccc(O)cc1,"4.39, 10.03"
OC(=O)CCc1cccc(O)c1,"4.4, 9.91"
OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,"2.0, 7.46"
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O,"3.42, 7.78"
OC(=O)CCC(O)=O,"4.02, 5.275"
OC(=O)CCCC(O)=O,"4.19, 5.06"
OC(=O)CCCCC(O)=O,"4.26, 5.04"
OC(=O)CCCCCC(O)=O,"4.31, 5.08"
OC(=O)CC(=C)C(O)=O,"3.66, 5.195"
OC(=O)CC(=O)C(O)=O,"2.26, 3.9"
OC(=O)CS,"3.48, 10.11"
OC(=O)CSCC(O)=O,"3.14, 4.15"
CCCC[C@H](N)C(O)=O,"2.31, 9.68"
CCC[C@H](N)C(O)=O,"2.31, 9.65"
CCSC[P](O)(O)=O,"1.8, 7.06"
CC[C@H](C)[C@@H](N)C(O)=O,"2.2, 9.62"
CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,"3.04, 7.96"
CC[C@H](C)[C@H](N)C(O)=O,"2.26, 9.6"
OC(=O)CNC(=O)[C@@H]1CCCN1,"3.1, 8.91"
OC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2,"3.17, 9.15"
OC(=O)CNC(S)=S,"3.75, 6.67"
OC(=O)CN(CC(O)=O)c1ccccc1,"2.4, 5.02"
OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,"1.8, 8.66"
OC(=O)COCC(O)=O,"2.82, 3.9699999999999998"
OC(=O)C[Te]CC(O)=O,"3.26, 4.77"
CCNCCNCC,"7.28, 10.16"
CCCCCC(C(O)=O)C(O)=O,"2.8, 5.54"
OC(=O)CN(CCN[S](=O)(=O)c1ccc(CCBr)cc1)CC(O)=O,"2.15, 7.75"
OC(=O)CN(CCN[S](=O)(=O)c1ccccc1)CC(O)=O,"2.1, 7.82"
OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,"3.27, 8.67"
Cc1cccc(n1)C(O)=O,"1.2, 5.86"
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"3.26, 7.95"
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,"3.28, 7.95"
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"3.33, 7.81"
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"3.42, 8.03"
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,"3.23, 7.75"
Cc1ccc(O)cn1,"5.44, 8.96"
